,bigram,count
8304,"('PutObject', 'seats')",4
8305,"('PutObject', 'left..')",4
8306,"('PickupObject', 'belong.')",4
8307,"('PutObject', 'belong.')",4
8308,"('PickupObject', 'handle-first')",4
8309,"('PutObject', 'handle-first')",4
8310,"('PickupObject', 'n')",4
8311,"('PutObject', 'n')",4
8312,"('PutObject', 'serving')",4
8313,"('PickupObject', 'hidden')",4
8314,"('PutObject', 'hidden')",4
8315,"('PickupObject', 'select')",4
8316,"('PutObject', 'select')",4
8317,"('PickupObject', 'tale.')",4
8318,"('PutObject', 'tale.')",4
8319,"('SliceObject', 'watermelon')",4
8320,"('PutObject', 'tenth')",4
8321,"('SliceObject', 'fruit.')",4
8322,"('PutObject', 'room..')",4
8323,"('PickupObject', 'temperature')",4
8324,"('PickupObject', 'knob')",4
8325,"('PutObject', 'temperature')",4
8326,"('PutObject', 'knob')",4
8327,"('SliceObject', 'forks')",4
8328,"('SliceObject', 'bit.')",4
8329,"('GotoLocation', 'slices..')",4
8330,"('PickupObject', 'flank')",4
8331,"('GotoLocation', 'tact.')",4
8332,"('GotoLocation', 'seventh')",4
8333,"('SliceObject', 'complete')",4
8334,"('GotoLocation', 'how')",4
8335,"('PickupObject', 'how')",4
8336,"('PutObject', 'how')",4
8337,"('SliceObject', 'marble')",4
8338,"('PickupObject', 'writing')",4
8339,"('PutObject', 'writing')",4
8340,"('GotoLocation', 'closet.')",4
8341,"('PickupObject', 'closet.')",4
8342,"('PutObject', 'closet.')",4
8343,"('PickupObject', 'canister.')",4
8344,"('PutObject', 'canister.')",4
8345,"('PickupObject', 'walls')",4
8346,"('PickupObject', 'kleenex.')",4
8347,"('PutObject', 'kleenex.')",4
8348,"('PickupObject', 'discs.')",4
8349,"('PickupObject', 'hutch')",4
8350,"('PutObject', 'hutch')",4
8351,"('PutObject', 'hutch.')",4
8352,"('PickupObject', 'lays')",4
8353,"('PutObject', 'lays')",4
8354,"('PickupObject', ""cabinet's"")",4
8355,"('PutObject', ""cabinet's"")",4
8356,"('GotoLocation', 'prepped')",4
8357,"('PickupObject', 'meal')",4
8358,"('SliceObject', 'open.')",4
8359,"('SliceObject', 'middle.')",4
8360,"('SliceObject', 'plants.')",4
8361,"('GotoLocation', 'mid-way')",4
8362,"('SliceObject', 'partially')",4
8363,"('SliceObject', 'tall')",4
8364,"('SliceObject', 'preparation')",4
8365,"('SliceObject', 'cabinets.')",4
8366,"('SliceObject', 'left-most')",4
8367,"('PickupObject', 'char.')",4
8368,"('PutObject', 'char.')",4
8369,"('PickupObject', 'sin')",4
8370,"('PutObject', 'sin')",4
8371,"('PickupObject', 'fully')",4
8372,"('PutObject', 'fully')",4
8373,"('PickupObject', 'tool/spoon')",4
8374,"('PutObject', 'tool/spoon')",4
8375,"('PickupObject', 'sat.')",4
8376,"('PutObject', 'sat.')",4
8377,"('PickupObject', 'quarters')",4
8378,"('PickupObject', 'it')",4
8379,"('PutObject', 'rotate')",4
8380,"('PutObject', 'quarters')",4
8381,"('PutObject', 'it')",4
8382,"('PutObject', 'little.')",4
8383,"('PickupObject', 'copper-colored')",4
8384,"('PutObject', 'copper-colored')",4
8385,"('PutObject', 'wooded')",4
8386,"('PickupObject', 'coutertop')",4
8387,"('PutObject', 'coutertop')",4
8388,"('PickupObject', 'stacked')",4
8389,"('PutObject', 'stacked')",4
8390,"('PutObject', 'push')",4
8391,"('SliceObject', 'grilling')",4
8392,"('SliceObject', 'leaning')",4
8393,"('PutObject', 'later.')",4
8394,"('GotoLocation', 'griddle')",4
8395,"('SliceObject', 'chop')",4
8396,"('SliceObject', 'roll.')",4
8397,"('GotoLocation', 'indent')",4
8398,"('PickupObject', 'indent')",4
8399,"('PutObject', 'indent')",4
8400,"('GotoLocation', 'cash')",4
8401,"('PickupObject', 'your.')",4
8402,"('PutObject', 'your.')",4
8403,"('PickupObject', 'ion')",4
8404,"('PickupObject', 'tree')",4
8405,"('PutObject', 'tree')",4
8406,"('PickupObject', 'trays')",4
8407,"('PutObject', 'trays')",4
8408,"('CleanObject', 'marble')",4
8409,"('CleanObject', 'start')",4
8410,"('PickupObject', 'zigzag')",4
8411,"('PutObject', 'zigzag')",4
8412,"('CleanObject', 'previously')",4
8413,"('CleanObject', 'front.')",4
8414,"('CleanObject', 'grinder.')",4
8415,"('CleanObject', 'yellow-handled')",4
8416,"('CleanObject', 'rinsed.')",4
8417,"('GotoLocation', 'piece.')",4
8418,"('CleanObject', 'form')",4
8419,"('CleanObject', 'left-hand')",4
8420,"('SliceObject', 'eat.')",4
8421,"('CleanObject', 'chairs')",4
8422,"('PickupObject', 'mike')",4
8423,"('CleanObject', 'level')",4
8424,"('CleanObject', 'rectangular')",4
8425,"('CleanObject', 'cloths')",4
8426,"('CleanObject', 'making')",4
8427,"('CleanObject', 'one.')",4
8428,"('CleanObject', 'granite')",4
8429,"('CleanObject', 'tissues')",4
8430,"('CleanObject', 'times')",4
8431,"('CleanObject', ""toilet's"")",4
8432,"('CleanObject', 'shirt')",4
8433,"('CleanObject', 'looking')",4
8434,"('PickupObject', 'under-sink')",4
8435,"('CleanObject', 'under-sink')",4
8436,"('PutObject', 'under-sink')",4
8437,"('CleanObject', 'sure')",4
8438,"('CleanObject', 'done.')",4
8439,"('PickupObject', 'itself.')",4
8440,"('PutObject', 'itself.')",4
8441,"('CleanObject', 'straight.')",4
8442,"('PutObject', 'racks')",4
8443,"('PickupObject', 'curtain.')",4
8444,"('PutObject', 'curtain.')",4
8445,"('CleanObject', 'lying')",4
8446,"('CleanObject', 'plant.')",4
8447,"('CleanObject', 'wastebasket.')",4
8448,"('CleanObject', 'horizontally')",4
8449,"('PickupObject', 'moment.')",4
8450,"('CleanObject', ""counter's"")",4
8451,"('CleanObject', 'in.')",4
8452,"('CleanObject', 'apples.')",4
8453,"('PutObject', 'fills')",4
8454,"('CleanObject', 'finally')",4
8455,"('CleanObject', 'followed')",4
8456,"('PickupObject', 'originally.')",4
8457,"('PutObject', 'originally.')",4
8458,"('SliceObject', 'washing')",4
8459,"('CleanObject', 'moves')",4
8460,"('SliceObject', 'ladle.')",4
8461,"('GotoLocation', 'thus')",4
8462,"('SliceObject', 'order')",4
8463,"('SliceObject', 'hall')",4
8464,"('PutObject', 'fall')",4
8465,"('PickupObject', 'cabbages')",4
8466,"('PutObject', 'cabbages')",4
8467,"('CleanObject', 'spout.')",4
8468,"('PutObject', ""maker's"")",4
8469,"('PickupObject', 'drip')",4
8470,"('CleanObject', 'used')",4
8471,"('PickupObject', 'fact')",4
8472,"('PutObject', 'fact')",4
8473,"('CleanObject', 'cooker')",4
8474,"('CleanObject', 'pots')",4
8475,"('CleanObject', 'plum')",4
8476,"('SliceObject', 'clockwise')",4
8477,"('SliceObject', 'remove.')",4
8478,"('PutObject', 'mugs.')",4
8479,"('CleanObject', 'rest')",4
8480,"('PickupObject', 'separate')",4
8481,"('CleanObject', 'still')",4
8482,"('PutObject', 'returning')",4
8483,"('PutObject', 'amount')",4
8484,"('CleanObject', 'tomatoes')",4
8485,"('GotoLocation', 'apart')",4
8486,"('CoolObject', 'slightly.')",4
8487,"('CoolObject', 'food.')",4
8488,"('SliceObject', 'quarter')",4
8489,"('PutObject', 'break')",4
8490,"('CoolObject', 'backward')",4
8491,"('CoolObject', 'break')",4
8492,"('CoolObject', 'tip')",4
8493,"('SliceObject', 'now')",4
8494,"('SliceObject', 'mill')",4
8495,"('SliceObject', 'grinder')",4
8496,"('CoolObject', 'grinder')",4
8497,"('CoolObject', 'grinder.')",4
8498,"('CoolObject', 'plates')",4
8499,"('PickupObject', 'microwaved.')",4
8500,"('PutObject', 'microwaved.')",4
8501,"('PickupObject', 'somewhat')",4
8502,"('SliceObject', 'beginning')",4
8503,"('PutObject', 'somewhat')",4
8504,"('CoolObject', 'blade')",4
8505,"('PickupObject', 'remain')",4
8506,"('SliceObject', 'sitting.')",4
8507,"('GotoLocation', 'uncut')",4
8508,"('CoolObject', '180')",4
8509,"('CoolObject', 'till')",4
8510,"('CoolObject', 'stop.')",4
8511,"('CoolObject', 'time.')",4
8512,"('CoolObject', 'them.')",4
8513,"('CoolObject', 'position.')",4
8514,"('CoolObject', 'looking')",4
8515,"('CoolObject', 'load')",4
8516,"('CoolObject', 'sure')",4
8517,"('CoolObject', 'keep')",4
8518,"('GotoLocation', 'loaf..')",4
8519,"('GotoLocation', 'counter.\n')",4
8520,"('SliceObject', 'stop.')",4
8521,"('SliceObject', 'nest')",4
8522,"('SliceObject', 'position')",4
8523,"('PickupObject', 'put.')",4
8524,"('PutObject', 'put.')",4
8525,"('GotoLocation', 'bridge.')",4
8526,"('SliceObject', 'dispose')",4
8527,"('CoolObject', 'hanging')",4
8528,"('GotoLocation', 'perpendicularly')",4
8529,"('CoolObject', 'picked')",4
8530,"('CoolObject', 'washer.')",4
8531,"('SliceObject', 'heal')",4
8532,"('PutObject', 'heal')",4
8533,"('CoolObject', 'heal')",4
8534,"('CoolObject', 'sink\n')",4
8535,"('PickupObject', 'buffer')",4
8536,"('CoolObject', 'middle.')",4
8537,"('CoolObject', 'items')",4
8538,"('PutObject', 'bred')",4
8539,"('SliceObject', 'better')",4
8540,"('PickupObject', 'exist.')",4
8541,"('PutObject', 'exist.')",4
8542,"('CoolObject', 'right-side')",4
8543,"('CoolObject', 'champagne')",4
8544,"('CoolObject', 'drinking')",4
8545,"('CoolObject', 'level')",4
8546,"('CoolObject', 'refridgerated')",4
8547,"('CoolObject', 'please')",4
8548,"('CoolObject', 'bag.')",4
8549,"('PickupObject', 'pawpaw')",4
8550,"('CoolObject', 'pawpaw')",4
8551,"('PutObject', 'pawpaw')",4
8552,"('CoolObject', 'discard')",4
8553,"('CoolObject', 're-close')",4
8554,"('CoolObject', 'potatoes.')",4
8555,"('CoolObject', 'potatoes')",4
8556,"('SliceObject', 'center.')",4
8557,"('SliceObject', 'board.')",4
8558,"('SliceObject', 'pavement')",4
8559,"('CoolObject', 'still')",4
8560,"('SliceObject', 'drawers.')",4
8561,"('CoolObject', 'laying')",4
8562,"('CoolObject', 'bit.')",4
8563,"('SliceObject', 'originally')",4
8564,"('CoolObject', 'originally')",4
8565,"('SliceObject', 'plastic')",4
8566,"('CoolObject', 'rubbish')",4
8567,"('SliceObject', 'wastebasket')",4
8568,"('SliceObject', 'bend')",4
8569,"('CoolObject', 'vase.')",4
8570,"('CoolObject', '2')",4
8571,"('CoolObject', 'makers')",4
8572,"('CoolObject', 'platform')",4
8573,"('CoolObject', 'bottles')",4
8574,"('CoolObject', 'replace')",4
8575,"('CoolObject', 'stovetop.')",4
8576,"('CoolObject', 'spot.')",4
8577,"('PickupObject', '(bottom)')",4
8578,"('PutObject', '(bottom)')",4
8579,"('PutObject', 'ten')",4
8580,"('PickupObject', 'entire')",4
8581,"('PutObject', 'entire')",4
8582,"('CoolObject', 'tiered')",4
8583,"('PickupObject', 'eye')",4
8584,"('PutObject', 'eye')",4
8585,"('PickupObject', 'bread..')",4
8586,"('PutObject', 'bread..')",4
8587,"('CoolObject', 'plum')",4
8588,"('GotoLocation', 'out..')",4
8589,"('PickupObject', 'wraps')",4
8590,"('PutObject', 'wraps')",4
8591,"('PutObject', 'potatoes.')",4
8592,"('GotoLocation', 'reheat.')",4
8593,"('SliceObject', '&')",4
8594,"('PickupObject', 'completely.')",4
8595,"('PutObject', 'completely.')",4
8596,"('GotoLocation', 'recycled')",4
8597,"('CoolObject', 'stools.')",4
8598,"('SliceObject', 'retrieving')",4
8599,"('GotoLocation', 'aim')",4
8600,"('GotoLocation', 'strike')",4
8601,"('SliceObject', 'coconut')",4
8602,"('HeatObject', 'rounded')",4
8603,"('HeatObject', 'quick')",4
8604,"('HeatObject', 'light')",4
8605,"('HeatObject', 'fruit.')",4
8606,"('GotoLocation', 'count.')",4
8607,"('PickupObject', 'upward.')",4
8608,"('PutObject', 'upward.')",4
8609,"('HeatObject', 'pickup')",4
8610,"('SliceObject', 'making')",4
8611,"('HeatObject', 'nook')",4
8612,"('GotoLocation', 'lob')",4
8613,"('GotoLocation', 'threes.')",4
8614,"('GotoLocation', 'briefly.')",4
8615,"('PickupObject', 'more.')",4
8616,"('PutObject', 'more.')",4
8617,"('HeatObject', 'lotion')",4
8618,"('GotoLocation', 'thirds..')",4
8619,"('HeatObject', 'finishes')",4
8620,"('HeatObject', 'backwards.')",4
8621,"('HeatObject', 'half.')",4
8622,"('HeatObject', 'perpendicular')",4
8623,"('HeatObject', '360')",4
8624,"('PickupObject', ""island's"")",4
8625,"('GotoLocation', 'equal')",4
8626,"('GotoLocation', 'portions')",4
8627,"('HeatObject', 'bottles')",4
8628,"('GotoLocation', 'movement')",4
8629,"('PickupObject', 'pantry.')",4
8630,"('PickupObject', 'apple;')",4
8631,"('SliceObject', 'pantry')",4
8632,"('PutObject', 'apple;')",4
8633,"('HeatObject', 'pantry')",4
8634,"('PickupObject', 'apply')",4
8635,"('PutObject', 'apply')",4
8636,"('HeatObject', 'lotion.')",4
8637,"('GotoLocation', 'importantly')",4
8638,"('HeatObject', 'credit')",4
8639,"('HeatObject', 'frying')",4
8640,"('PickupObject', 'thrown')",4
8641,"('HeatObject', 'already')",4
8642,"('HeatObject', '&')",4
8643,"('PickupObject', 'seconds;')",4
8644,"('HeatObject', 'centered')",4
8645,"('HeatObject', 'upright')",4
8646,"('SliceObject', 'done.')",4
8647,"('SliceObject', 'last')",4
8648,"('HeatObject', 'ends')",4
8649,"('HeatObject', 'soap.')",4
8650,"('PickupObject', '\ngo')",4
8651,"('HeatObject', 'eat')",4
8652,"('HeatObject', 'trashcan.')",4
8653,"('GotoLocation', '\nmoves')",4
8654,"('GotoLocation', 'uses')",4
8655,"('GotoLocation', 'foward')",4
8656,"('PickupObject', 'bread\n')",4
8657,"('PutObject', 'bread\n')",4
8658,"('HeatObject', 'work')",4
8659,"('PutObject', 'normal')",4
8660,"('HeatObject', 'tip')",4
8661,"('HeatObject', 'vertically')",4
8662,"('HeatObject', 'gaze')",4
8663,"('PickupObject', 'espresso')",4
8664,"('PutObject', 'espresso')",4
8665,"('PutObject', 'sink..')",4
8666,"('HeatObject', 'pulling')",4
8667,"('HeatObject', 'eggs.')",4
8668,"('HeatObject', 'cold')",4
8669,"('PickupObject', ""shelves'"")",4
8670,"('HeatObject', ""shelves'"")",4
8671,"('PutObject', ""shelves'"")",4
8672,"('HeatObject', 'slight')",4
8673,"('HeatObject', 'plastic')",4
8674,"('HeatObject', 'above.')",4
8675,"('HeatObject', 'order')",4
8676,"('PickupObject', 'beverage')",4
8677,"('HeatObject', 'serve')",4
8678,"('HeatObject', 'beverage')",4
8679,"('HeatObject', 'compartment')",4
8680,"('HeatObject', 'patterned')",4
8681,"('HeatObject', 'circular')",4
8682,"('HeatObject', 'drain.')",4
8683,"('HeatObject', 'there')",4
8684,"('PickupObject', 'second.')",4
8685,"('PutObject', 'second.')",4
8686,"('PickupObject', 'rings.')",4
8687,"('PutObject', 'skin')",4
8688,"('PickupObject', 'browned')",4
8689,"('GotoLocation', 'somewhere')",4
8690,"('GotoLocation', 'sight.')",4
8691,"('GotoLocation', 'counter?')",4
8692,"('HeatObject', 'potatoes')",4
8693,"('HeatObject', 'heads')",4
8694,"('PickupObject', 'pumpkin')",4
8695,"('HeatObject', 'pumpkin')",4
8696,"('HeatObject', 'tomatoes.')",4
8697,"('PickupObject', 'green-topped')",4
8698,"('GotoLocation', 'pin')",4
8699,"('SliceObject', 'solid')",4
8700,"('SliceObject', 'bearing')",4
8701,"('PutObject', 'bearing')",4
8702,"('HeatObject', 'bearing')",4
8703,"('PickupObject', 'backside')",4
8704,"('PutObject', 'backside')",4
8705,"('GotoLocation', 'europe')",4
8706,"('GotoLocation', 'size')",4
8707,"('PickupObject', 'arranging')",4
8708,"('PutObject', 'arranging')",4
8709,"('GotoLocation', 'calulator')",4
8710,"('PickupObject', 'index')",4
8711,"('PutObject', 'index')",4
8712,"('GotoLocation', 'reposition')",4
8713,"('GotoLocation', 'ac.')",4
8714,"('GotoLocation', 'l')",4
8715,"('GotoLocation', 'photo.')",4
8716,"('GotoLocation', 'mattress.')",4
8717,"('GotoLocation', 'mattress')",4
8718,"('GotoLocation', 'error')",4
8719,"('GotoLocation', 'copy')",4
8720,"('GotoLocation', 'holmes""')",4
8721,"('GotoLocation', 'holmes"".')",4
8722,"('PickupObject', '""sherlock')",4
8723,"('PutObject', '""sherlock')",4
8724,"('PickupObject', 'name')",4
8725,"('PickupObject', 'containers.')",4
8726,"('PutObject', 'name')",4
8727,"('PutObject', 'containers.')",4
8728,"('PickupObject', 'textbooks')",4
8729,"('PutObject', 'textbooks')",4
8730,"('GotoLocation', 'fish')",4
8731,"('GotoLocation', 'spark""')",4
8732,"('GotoLocation', 'partition.')",4
8733,"('GotoLocation', 'spark"".')",4
8734,"('PickupObject', '""learning')",4
8735,"('PutObject', '""learning')",4
8736,"('GotoLocation', 'copies')",4
8737,"('PickupObject', 'covering')",4
8738,"('PutObject', 'covering')",4
8739,"('GotoLocation', 'handbooks')",4
8740,"('GotoLocation', 'alarms.')",4
8741,"('GotoLocation', 'baskets')",4
8742,"('PutObject', 'ceramic')",4
8743,"('PutObject', 'illuminated')",4
8744,"('GotoLocation', 'swivel')",4
8745,"('GotoLocation', 'high.')",4
8746,"('GotoLocation', 'recessed')",4
8747,"('GotoLocation', 'cauldron')",4
8748,"('GotoLocation', 'butterknives')",4
8749,"('GotoLocation', 'criss')",4
8750,"('PickupObject', 'spaces')",4
8751,"('PutObject', 'spaces')",4
8752,"('PickupObject', ""candle's"")",4
8753,"('PutObject', ""candle's"")",4
8754,"('GotoLocation', 'sinks;')",4
8755,"('PickupObject', 'basins')",4
8756,"('PutObject', 'basins')",4
8757,"('PutObject', 'ace')",4
8758,"('GotoLocation', 'divider.')",4
8759,"('GotoLocation', 'basic')",4
8760,"('GotoLocation', 'fixture.')",4
8761,"('GotoLocation', 'wake')",4
8762,"('PickupObject', 'commode.')",4
8763,"('PutObject', 'commode.')",4
8764,"('GotoLocation', 'scent')",4
8765,"('GotoLocation', 'heater.')",4
8766,"('PickupObject', 'scattered')",4
8767,"('PutObject', 'scattered')",4
8768,"('PickupObject', 'draw')",4
8769,"('PutObject', 'draw')",4
8770,"('GotoLocation', 'dvds')",4
8771,"('GotoLocation', 'bed..')",4
8772,"('GotoLocation', 'sc')",4
8773,"('GotoLocation', 'livingroom')",4
8774,"('GotoLocation', 'simple')",4
8775,"('GotoLocation', 'notebook.')",4
8776,"('GotoLocation', 'bet')",4
8777,"('GotoLocation', 'ipod.')",4
8778,"('GotoLocation', 'ipods')",4
8779,"('GotoLocation', 'fan')",4
8780,"('GotoLocation', 'bedside.')",4
8781,"('GotoLocation', 'spread')",4
8782,"('GotoLocation', 'foot.')",4
8783,"('GotoLocation', 'phone..')",4
8784,"('GotoLocation', 'touchpad')",4
8785,"('PutObject', 'stands.')",4
8786,"('GotoLocation', 'elft')",4
8787,"('PickupObject', 'player')",4
8788,"('PutObject', 'player')",4
8789,"('GotoLocation', 'manage')",4
8790,"('GotoLocation', ""cloth's"")",4
8791,"('GotoLocation', 'rim.')",4
8792,"('GotoLocation', 'draw.')",4
8793,"('GotoLocation', 'earrings.')",4
8794,"('GotoLocation', 'cupboard\n\n')",4
8795,"('GotoLocation', 'touching.')",4
8796,"('PickupObject', 'credits')",4
8797,"('PutObject', 'credits')",4
8798,"('GotoLocation', ""width's"")",4
8799,"('GotoLocation', 'anything')",4
8800,"('PickupObject', 'stripes')",4
8801,"('PutObject', 'stripes')",4
8802,"('GotoLocation', 'vents')",4
8803,"('GotoLocation', 'conditioner')",4
8804,"('GotoLocation', 'card..')",4
8805,"('GotoLocation', 'beck')",4
8806,"('GotoLocation', 'beneath.')",4
8807,"('GotoLocation', 'dreser.')",4
8808,"('GotoLocation', 'safer')",4
8809,"('GotoLocation', 'ever')",4
8810,"('PickupObject', 'seated')",4
8811,"('PutObject', 'seated')",4
8812,"('GotoLocation', 'glass;')",4
8813,"('GotoLocation', 'stove/oven')",4
8814,"('GotoLocation', 'stove/oven.')",4
8815,"('GotoLocation', 'stove/cabinet')",4
8816,"('GotoLocation', 'stove/cabinet.')",4
8817,"('GotoLocation', 'ed')",4
8818,"('GotoLocation', 'spunges')",4
8819,"('GotoLocation', ""sponge's"")",4
8820,"('GotoLocation', 'falls')",4
8821,"('GotoLocation', 'balls')",4
8822,"('GotoLocation', 'locations')",4
8823,"('GotoLocation', 'carafes')",4
8824,"('GotoLocation', 'tower')",4
8825,"('GotoLocation', 'light-switch')",4
8826,"('PutObject', 'switch')",4
8827,"('PickupObject', 'fixture')",4
8828,"('PutObject', 'fixture')",4
8829,"('PickupObject', 'rung')",4
8830,"('PickupObject', 'rung.')",4
8831,"('PutObject', 'rung')",4
8832,"('PutObject', 'rung.')",4
8833,"('PickupObject', 'hung')",4
8834,"('PutObject', 'hung')",4
8835,"('GotoLocation', 'infront')",4
8836,"('GotoLocation', '\nlooks')",4
8837,"('GotoLocation', ""seat's"")",4
8838,"('GotoLocation', 'respectively')",4
8839,"('GotoLocation', 'ones.')",4
8840,"('PutObject', 'remotes.')",4
8841,"('PickupObject', 'key-chains')",4
8842,"('PutObject', 'key-chains')",4
8843,"('PickupObject', 'stood')",4
8844,"('PutObject', 'stood')",4
8845,"('GotoLocation', 'rearrange')",4
8846,"('PickupObject', 'fobs')",4
8847,"('PutObject', 'fobs')",4
8848,"('GotoLocation', ""your're"")",4
8849,"('GotoLocation', 'ones')",4
8850,"('GotoLocation', 'bundh')",4
8851,"('GotoLocation', 'face.')",4
8852,"('GotoLocation', 'bolster.')",4
8853,"('GotoLocation', 'son')",4
8854,"('GotoLocation', 'dress.')",4
8855,"('GotoLocation', 'cubbies.')",4
8856,"('PutObject', 'bedroom.')",4
8857,"('GotoLocation', 'want')",4
8858,"('GotoLocation', 'rooms')",4
8859,"('GotoLocation', 'newsletter.')",4
8860,"('PickupObject', 'lids')",4
8861,"('PutObject', 'lids')",4
8862,"('GotoLocation', 'reflection.')",4
8863,"('GotoLocation', 'bet.')",4
8864,"('GotoLocation', 'lampstand')",4
8865,"('PickupObject', 'sail')",4
8866,"('PickupObject', 'boat')",4
